2.839775744802768287e-01 1.378767386565551700e-01 -1.067740984944164140e+00 7.939977966015647481e-02 -2.054631027886440198e-01 4.781801238716884388e-03 -5.125489892706804745e-02 -7.661691856371107834e-01
2.993723820436965388e-01 1.504810614878746011e-01 -1.008294716357300613e+00 9.771532122019066513e-02 -2.837185769186520989e-01 6.881284687191996374e-02 -1.940255151812343010e-02 -7.343336029007119237e-01
2.939258574627386933e-01 2.332950941939820333e-01 -1.221708304479675267e+00 -1.576189528341599352e-02 -2.250342989537802707e-01 -2.952923611671501303e-02 -4.096182443319321825e-02 -7.368460662263566219e-01
3.853331384381277203e-01 1.567991319398296390e-01 -1.174735947335452391e+00 -8.128269600947726770e-02 -5.141970165491976941e-01 1.708960657348068957e-01 1.288709771923730318e-01 -8.010463439818704678e-01
2.551468461004575694e-01 2.972814142959017136e-01 -1.145311853544755287e+00 1.645469130680725089e-01 1.804150904891997365e-01 -2.017851804835008867e-01 -2.852919322685221193e-01 -7.415187879338966948e-01
4.102418409916319120e-01 1.473360537463288822e-01 -8.808790078543200508e-01 6.575647000209300375e-02 -3.451484957519515007e-01 6.542777432581504959e-03 2.373245308506516105e-01 -7.189039796736754750e-01
2.874644287985734237e-01 2.661956092531952978e-01 -1.184994256572075022e+00 8.870664859492716214e-02 -6.269192801526141112e-02 -9.094952566643811631e-02 -1.501508585347883229e-01 -7.392470074458874496e-01
2.121629093670873989e-01 3.492705676218749167e-01 -8.801727587358626481e-01 7.235301405067162683e-01 6.511166970647565000e-01 -3.674462608710412082e-01 -6.166252337551576534e-01 -9.118811569226792368e-01
3.064249765207341936e-01 2.351828711806780992e-01 -7.130400586697418497e-01 4.211527605348071579e-01 1.756638391260615106e-01 -1.037615101674276008e-01 -1.969382308924131075e-01 -8.374799690853097500e-01
1.762705993459275089e-01 3.045778746712802243e-01 -9.095324218122364801e-01 1.149817178402799067e+00 9.544764191667293174e-01 -5.876562473191918601e-01 -9.488704143760540166e-01 -1.254379371008398136e+00
2.154989171806385440e-01 4.505874985619124917e-01 -8.752380338097576207e-01 1.138571486352762951e+00 1.091425253782648319e+00 -6.370799594390584852e-01 -9.684111900960116204e-01 -1.198758299200535449e+00
1.622878836996851926e-01 3.567883711711871131e-01 -8.407924211852577656e-01 7.862864733715558829e-01 7.438424820928734027e-01 -4.444751696119812467e-01 -7.025394096317464365e-01 -9.265329017144560142e-01
1.993577316339324168e-01 3.399510887079827959e-01 -8.146668973709102479e-01 9.812047319736426632e-01 8.400121194596907870e-01 -4.795873502001220534e-01 -7.791350823016153226e-01 -1.064334624005314867e+00
2.613600085671932138e-01 6.412621618163982795e-01 -8.872537366511948909e-01 1.066453715779175804e+00 1.107472869152733796e+00 -5.130981074899104710e-01 -9.082040070725532210e-01 -1.041849634280790582e+00
2.790752770471707223e-01 7.075321001294325729e-01 -9.164577900396934096e-01 1.059105060165193235e+00 1.137804762642610434e+00 -4.695268083701728545e-01 -8.948661357079528145e-01 -1.014133921196480159e+00
2.430396926595819462e-01 2.937078523115408402e-01 -8.921697578104385018e-01 3.883413208476170220e-01 3.811673632461210492e-01 -2.974654472615683165e-01 -3.781911756660456536e-01 -8.076521605005736459e-01
3.052620846346423278e-01 2.349276983004567054e-01 -1.321974839047453054e+00 -5.029145426613332824e-03 -3.050085633033489119e-01 6.709654701433613588e-02 -1.220205718367545766e-01 -8.057315612615478795e-01
3.511983756495866138e-01 1.933747120523190977e-01 -1.362543936170770520e+00 -7.988262263589158974e-02 -4.533497708587238550e-01 1.361903601440957734e-01 -9.282363527491938049e-02 -8.583240199828766626e-01
3.230425965442285663e-01 1.762307599871997532e-01 -1.457923503639447782e+00 -7.518031279511263633e-03 -3.824639261416528657e-01 1.120757324483253325e-01 -9.021024211866936204e-02 -8.716378577703857156e-01
3.962537620735570032e-01 2.272091147631625785e-01 -1.081003930129420310e+00 -4.797429249413910635e-02 -2.829838642399159498e-01 4.038988706237565257e-02 4.913361253271234658e-02 -8.256872134909920558e-01
3.805470809179340441e-01 2.225269796912725528e-01 -9.581841774134793877e-01 3.755300114343645967e-02 -1.634666111415776502e-01 -3.850292351908112670e-02 5.585863940459998706e-02 -7.708897158633166713e-01
