-7.756285288764810382e-01 -5.972373916230362401e-01 2.391416572606885615e-01 -8.338779403520978351e-01
-8.122839605596089418e-01 -6.395949826092349744e-01 2.138268534500926965e-01 -7.805371475412405946e-01
-8.445966314798752927e-01 -5.398537053834436827e-01 3.273786653572022254e-02 -7.631898570886410660e-01
-1.065776211768576065e+00 -6.522132937655349405e-01 8.615793229088354599e-02 -8.755640278853804581e-01
-5.508043655971415209e-01 -3.375115714174927173e-01 3.367470181877917773e-02 -5.934495983314742595e-01
-1.051807173908313686e+00 -7.345063780409943899e-01 1.254635417283302967e-01 -1.030047184786857084e+00
-7.663702282785114228e-01 -5.357787193470112674e-01 1.513836904717102416e-01 -7.576417451816872539e-01
-3.290285499221640708e-01 -5.322886727056942435e-01 4.856506222263242689e-01 -7.298398618421145789e-01
-5.178588270657750181e-01 -4.529719534412380288e-01 2.857342249952396496e-01 -6.830043088375858940e-01
-2.112486405522582822e-01 -7.806939035931540483e-01 8.195673886720805656e-01 -9.533278322243011749e-01
-2.100761595480573618e-01 -6.759624935630232923e-01 8.324823409171481225e-01 -9.201691893163914671e-01
-2.351862324319998476e-01 -5.323516484550500083e-01 5.867407886938209582e-01 -7.607626410339176637e-01
-1.976729088889115082e-01 -6.947358828091495520e-01 7.624824814009250051e-01 -8.813527638988413182e-01
-2.320341338321861291e-01 -5.498494575807231222e-01 8.253265525936462899e-01 -8.625488725375364263e-01
-2.139904248241793761e-01 -5.554413553010495441e-01 8.899952862701362433e-01 -8.859666414536497836e-01
-4.052908288090358302e-01 -3.624711725059425738e-01 1.568548332544116575e-01 -6.268369507938991170e-01
-8.104413837238866325e-01 -4.633803238632052124e-01 9.575024213300702136e-02 -6.658165068180298407e-01
-8.972741912279839083e-01 -5.024353579596352315e-01 1.110849704632255533e-02 -6.360666871608723349e-01
-9.478334726715438308e-01 -5.251987556889559094e-01 3.998421690270226314e-02 -6.831778059742491527e-01
-8.823360832937512388e-01 -4.388588357110731475e-01 -1.525186967812249272e-01 -6.693087042165988265e-01
-8.753339262381991670e-01 -4.723917543163873578e-01 -9.994593481433235171e-02 -7.348994701646334171e-01
-9.445024791699218047e-01 -5.803157646782073353e-01 -1.218956037067929626e-01 -8.970143173612151744e-01
-1.334488169402494151e+00 -8.826404875793583127e-01 3.363997191043832310e-03 -1.128768471724663769e+00
-1.468644928561460006e+00 -9.968748270935716693e-01 1.362891054592366147e-01 -1.341099691160426044e+00
-1.999474001453909466e-01 -9.195376221527503668e-01 1.025897903690802471e+00 -1.089110536168790055e+00
-1.759607326258396109e-01 -8.553890555437235754e-01 9.312533948108457915e-01 -1.044201317820838470e+00
-1.770023624674461338e-01 -7.581673750375682586e-01 8.356364596709805470e-01 -9.522684424809659820e-01
-1.480881650152407747e-01 -7.729579093736020923e-01 9.466457084579642522e-01 -9.481324128074715141e-01
-2.737483848647384033e-01 -7.548976394541433432e-01 6.876897796863437051e-01 -8.910361967264527339e-01
-1.928691180713358044e-01 -8.127979982695943129e-01 9.457000161325517240e-01 -9.558180914708049869e-01
-3.246437254509077497e-01 -5.980868679146376099e-01 7.167180542984343816e-01 -8.596348939893541097e-01
-4.564391954084360270e-01 -4.703304368673132396e-01 2.679558733497127698e-01 -6.708979441276735622e-01
-8.449987849965537867e-01 -5.654301743126037838e-01 1.088282864881477130e-01 -7.048691632948238528e-01
-1.134825701843139800e+00 -6.970622121904745949e-01 -3.316878889050404468e-04 -9.921271658055917930e-01
-6.898733157169451014e-01 -3.522462783659258689e-01 -5.002964767130459872e-02 -5.357271801432265113e-01
-1.879666164022283648e-01 -7.949130524108002360e-01 9.918295307580384801e-01 -1.008412112811014616e+00
-1.287854199340173533e+00 -7.935231464961692849e-01 -3.919233364075400822e-02 -1.037432213116499247e+00
-1.307100930675412220e+00 -8.958067325903198430e-01 1.279961884247204362e-01 -1.167583933526007423e+00
-1.036594620773070519e+00 -6.014472517356127534e-01 6.628439979891304068e-02 -8.017059215123718552e-01
-1.011835185592572683e+00 -5.960298653549057635e-01 1.395923852069264892e-01 -7.965997926147514452e-01
-1.002235008805043570e+00 -4.946688041876277642e-01 -1.517749251826783496e-01 -5.580777172349572490e-01
-9.294567844778782728e-01 -5.951492530085559229e-01 9.438163048226111407e-02 -6.839912574206407081e-01
-1.081566626789276508e+00 -5.762136784842921688e-01 -3.520213977266865163e-02 -7.395981243874230060e-01
-7.951361539519964383e-01 -5.561651805683052174e-01 1.863992231795502108e-01 -6.850666931566955498e-01
-1.057759204582986445e+00 -6.096976479800699789e-01 -6.890650477519437433e-02 -8.172313374992293822e-01
-9.929633197130619537e-01 -6.161231709020963399e-01 4.333611761884855612e-02 -8.167023505731726418e-01
-1.290102149306884272e+00 -8.196022434343188667e-01 5.531109871110866105e-02 -1.119873960266835278e+00
-1.301359845245120717e+00 -7.605406640199245949e-01 -5.583689817134433048e-02 -1.100226496241119234e+00
-1.379979832151323027e+00 -9.091168911279995379e-01 1.192533610788073795e-01 -1.225912681833862372e+00
-2.093209893059077009e-01 -7.116274280303936939e-01 9.266258277101873109e-01 -9.416639209912743835e-01
-3.110539769596257220e-01 -6.567356448215938558e-01 9.073190055610218518e-01 -9.592022834877639292e-01
-2.401598474756336254e-01 -7.867391456971842834e-01 9.604400034447053702e-01 -1.028475722369177392e+00
-1.304373672333491996e+00 -8.532320239300141829e-01 7.552404819020072657e-02 -1.136866424279293630e+00
-1.082565620988511723e+00 -7.120840693271044408e-01 -8.338869836275873042e-04 -9.546616974560163671e-01
-1.259246314370757958e+00 -7.462499001618106975e-01 -1.011520778505498319e-01 -1.037026410402576371e+00
-2.302021131073690996e-01 -7.565066042251499256e-01 9.601709057544642878e-01 -9.679179552842335221e-01
-1.142838503480775092e+00 -6.259270548158392122e-01 -1.372069552665534098e-01 -6.502487022088355717e-01
