1.538823529130104451e-01 -4.528868926867689049e-01 7.481648514774030725e-04 9.075116358643520176e-02 2.031136765852918913e-01 6.277010942293156925e-02 3.908913144311877974e-01 1.958300032242092370e-01 4.061534216944835685e-02 -5.949400706553078372e-02 6.362541622105408745e-01 -2.498017904145078127e-01 -8.259077237546770534e-02 7.033729650313060022e-02 -3.479213419151657716e-01 2.626292807258837070e-01
1.560945536969869929e-01 -5.036894895849953757e-01 9.600243593740485221e-03 1.067603394147440266e-01 2.035128726718222758e-01 1.146195564325140637e-01 3.714716100893918904e-01 2.419996816628050551e-01 1.167707960532802791e-01 4.251558273617818406e-02 6.203099351401755168e-01 -3.353174676710871105e-01 -1.343657659677529037e-01 1.958441994681773754e-02 -3.464438686177656046e-01 2.559582658599857119e-01
1.255925723094021007e-01 -4.079870028743500243e-01 -1.000467828020320388e-02 1.196885819536697010e-01 2.418352435287753621e-01 4.004332098447568183e-02 3.779656980370781350e-01 2.238050250392442930e-01 -7.016885139588080467e-02 -1.501352992759531768e-01 6.431102792803106150e-01 -1.009340838903581145e-01 -5.519886774931163920e-02 1.286752564602917648e-01 -4.540527152015631507e-01 3.217220222437318644e-01
1.280816820476017304e-01 -5.720751094103079248e-01 -2.632072332110267990e-02 2.187820864982514824e-01 2.884432212756117830e-01 6.483062706904579864e-02 2.678156359859382163e-01 4.238973331769025354e-01 2.051918277970832816e-01 2.489444915202778524e-02 6.695885556718205178e-01 -2.348307012430089491e-01 -1.207908876601120063e-01 -1.453868021368178755e-02 -4.448066146634937490e-01 3.093581949326655867e-01
1.256166458520757145e-01 -3.434245476371826644e-01 2.138861745946851398e-02 -2.598197021262355078e-02 1.491325981673198575e-01 8.845271693120276835e-02 5.733390272201193127e-01 7.449840603774258996e-02 -2.216309729221311309e-01 -2.444126220653895232e-01 5.986076312770426400e-01 -1.371068003255121459e-01 5.925525199224781700e-03 2.365775475947624329e-01 -3.646941230590872163e-01 2.556278052909922160e-01
1.256042582193932777e-01 -6.035355390693523114e-01 -1.342689387985223359e-01 3.101084347000887531e-01 1.531959311783866184e-01 1.080991697736552321e-01 2.090966893457878173e-01 2.096623925578342540e-01 1.548002213930410043e-01 -1.360690541515376939e-01 4.967791385200746035e-01 -4.210283666987452711e-01 -1.042725044319768729e-01 -1.921165764103094364e-02 -2.802732096857558641e-01 1.819462291389039033e-01
1.147552013908038626e-01 -3.815049407768857925e-01 -5.905852642207887193e-03 6.192488301750841140e-02 2.064897669432448624e-01 9.189377811497299875e-02 4.631622240415489977e-01 1.692640101146341280e-01 -8.745673266576696470e-02 -1.541213593725354880e-01 6.322286335437670157e-01 -1.264200083957623955e-01 -6.683339155983301916e-02 1.670482099996223324e-01 -4.192757393867051485e-01 2.899318912635466816e-01
2.009787509750766421e-01 -3.748603149457321315e-01 2.010313353132997527e-02 -2.093744885036824821e-01 -2.935561810698607624e-02 3.353638902693161783e-01 1.001666307937915779e+00 -1.819012513996312308e-01 -2.779978299801287300e-01 -1.108368970131424908e-01 6.050477981281345841e-01 -5.310012767531411271e-01 -1.389116337768940002e-01 2.365253226799333142e-01 -1.579026233012998659e-01 1.923504473196814557e-01
1.957169417592253824e-01 -5.086908724544267901e-01 -3.932397304187653514e-02 -1.424874563044545989e-02 -9.941564334307380346e-03 2.051121760657700355e-01 6.330280329048935117e-01 3.553903215707707175e-02 -3.355656400289783875e-02 -3.446053330241076462e-02 5.220700014270925893e-01 -5.664134137080446552e-01 -1.304386301555206518e-01 6.725146282539512521e-02 -1.530997186567924773e-01 1.492187698640597693e-01
4.301867534425775075e-01 -4.870029482350742844e-01 3.173507645490755008e-02 -3.663922468108842256e-01 -1.053971867257133682e-01 5.048346476690963591e-01 1.387842531352887931e+00 -4.941715344625696171e-01 -3.719419965240912118e-01 -2.079633481337902004e-02 7.669879640505204987e-01 -7.567948254314824652e-01 -2.819903933236520555e-01 2.751046929632753879e-01 2.698481869384038168e-02 2.487742368931509240e-01
