-4.495891163135903867e-02 -5.038393511926282375e-01 1.147614307191971328e+00 -1.569371799173281679e-02
-8.609010245458764699e-03 -6.155445805326014153e-01 1.368178644420349421e+00 1.204197202262285715e-01
-8.637128131569048184e-02 -4.819969252595805997e-01 1.001001259749280337e+00 -2.363936273795584353e-01
-1.968392008780940339e-01 -6.951613972460694013e-01 1.713082656286660788e+00 1.194738980799757910e-03
1.611430474181538008e-01 -3.249138587718381488e-01 6.750139658764251482e-01 -1.194115942462226909e-01
5.462393856262997421e-02 -5.424702695778106376e-01 1.632329350181503491e+00 2.198698359130631663e-01
-6.776434775918235842e-02 -5.243017929522555409e-01 9.816308354347621501e-01 -1.011466295253372616e-01
4.806592660926833904e-01 -7.297999990243286828e-01 7.347556114915163583e-01 4.327527064422303504e-01
3.622223543751747488e-01 -6.557132459927272894e-01 1.175968016460182453e+00 4.250431494178492642e-01
6.256491080685374628e-01 -1.123428597004979101e+00 7.988878184206045230e-01 8.233136701227325993e-01
7.547728451492353718e-01 -9.771507636574571221e-01 6.595922004336405298e-01 7.444290788014210625e-01
5.373085888375912500e-01 -7.126560626027104162e-01 6.951482675706425196e-01 4.752226296601473332e-01
6.231996399291981348e-01 -8.527980522217289971e-01 7.015842306391825156e-01 7.123390350712768271e-01
8.275204331319953033e-01 -7.727890329012467863e-01 7.617400355667420797e-01 6.219810328309918201e-01
8.048098361754791874e-01 -7.104821248336941064e-01 6.091008726745303914e-01 5.386743237471429691e-01
3.395850511190434684e-01 -5.506029147696028803e-01 7.675426949365733442e-01 2.776592799670506984e-01
-2.071670207991521129e-01 -5.996583082535370535e-01 1.183711585588700377e+00 -2.727194105745216479e-01
-1.962016955140899743e-01 -8.474012452011496777e-01 1.549128958683999358e+00 -1.461060185614813101e-01
-2.830882925254232796e-01 -6.338289590173158405e-01 1.344318741466637990e+00 -3.560821838515645377e-01
9.611154981979949663e-02 -6.254558602501794073e-01 1.560090826877881920e+00 2.318987479103411797e-01
1.725099651742980078e-01 -6.235206900150881415e-01 1.589520745311338690e+00 2.612903694654836739e-01
2.108179369453209995e-01 -5.564592991288694890e-01 1.636651638024806399e+00 4.003127238628557127e-01
-2.130978999090741011e-01 -7.241562837667196995e-01 1.942322545028219549e+00 1.053442086540707645e-01
-1.868257413321888771e-01 -6.489138433391310468e-01 2.080285291295294936e+00 2.684897970500083053e-01
8.205804416431633497e-01 -1.391086076653819115e+00 7.795384288013201823e-01 9.817481274211219411e-01
7.976324260176863579e-01 -1.329748620545228466e+00 7.199270613799609864e-01 1.037985326373484840e+00
6.600261372575527696e-01 -1.150994595811359211e+00 7.464207658075112661e-01 9.143365084872000503e-01
7.489126604262592579e-01 -1.157421502212158559e+00 7.109076150025052110e-01 9.827160687457636712e-01
4.564386845722831487e-01 -1.056960185490459558e+00 7.602817611671882636e-01 7.897233039829351098e-01
7.635476253399002822e-01 -1.195222470578593432e+00 7.717369638936827370e-01 8.684138605508883169e-01
4.814071706319479338e-01 -4.907727330014775569e-01 7.141613577077774444e-01 3.433739559744804493e-01
2.642829788803275903e-01 -4.445194711468986037e-01 6.174165268470970247e-01 6.041330550570014196e-02
-1.232169158962244104e-01 -8.138976208711737881e-01 1.552894064228030890e+00 7.330402501517213620e-02
-5.393483707146526362e-02 -6.083253159913181163e-01 1.777725611314365350e+00 2.436977293399301414e-01
1.400823237708425373e-01 -5.797633818489764668e-01 1.296899303485628874e+00 1.563622525313564660e-01
6.537744362480785165e-01 -1.290795485139464960e+00 7.502118201290235433e-01 9.949961985998689862e-01
-2.049244018497722586e-01 -6.757585577213430783e-01 1.735264879488219947e+00 6.165946311039745449e-03
-2.327342656439702617e-01 -7.161207959380072596e-01 1.912986435718117884e+00 4.807971558275987017e-02
-2.564577023968553360e-01 -8.093284168377732346e-01 1.751344770618513902e+00 -7.823226009920768165e-02
-2.596750891052184707e-01 -6.895484456416466346e-01 1.677022223208805674e+00 -1.074834953375718855e-01
-3.620939729925023998e-01 -1.007917345943753151e+00 1.833865769288653969e+00 -2.581302730627454967e-01
-2.228799065651190514e-01 -8.463931447342095682e-01 1.684657010242833319e+00 -1.088281835432272360e-01
-3.417245615634618705e-01 -8.429510398318263986e-01 1.778511066030329157e+00 -1.469049863924388466e-01
-1.114647020653601328e-01 -7.098236342797817899e-01 1.347613823494378638e+00 1.369666157837516607e-02
-1.313992264370669738e-01 -6.506638532513895345e-01 1.659940191616166461e+00 -3.433917873213983285e-02
-1.294016111307406125e-01 -6.427429755351617979e-01 1.552013099885378278e+00 -8.330265352045694571e-03
-9.354163009599401890e-02 -5.599820082140630761e-01 1.881349295323309745e+00 1.141342957827148064e-01
