2.292401429280185310e-01 2.437756223176757719e-01 -1.617074208992793360e-01 7.543794171168491935e-01 9.367623919184310255e-01 -7.572134149637707590e-02 6.026184000331765711e-01 8.931156388385305123e-01
1.076819917493151285e-02 1.668041991303868821e-01 -3.336237986219188767e-01 6.840268538944827004e-01 8.621864298794574832e-01 -5.040282611894221498e-02 6.044819984778294630e-01 8.823134871572345661e-01
3.437214872993367698e-01 3.025186556008957472e-01 5.005950104339756263e-02 1.103193141512172515e+00 1.078743219558507827e+00 -9.251426362767881800e-03 6.460120288687598578e-01 8.925813717605873832e-01
8.054335615534420623e-02 2.218770242048946906e-01 -4.673668481488977289e-01 1.262959768050064380e+00 1.136726078745595281e+00 5.970557169026278338e-02 8.172794843910581308e-01 9.616699896784598467e-01
3.872749728617927434e-01 1.703924750923042353e-01 2.887241638020434098e-01 5.320366786594293851e-01 8.628592064443854071e-01 -1.129837157244666240e-01 3.852874780673395394e-01 9.572278003089300658e-01
3.304217110405441304e-02 3.143639268390286956e-01 -3.496560612918186983e-01 9.061052230872544966e-01 1.282798939417934880e+00 8.259073454387624857e-02 8.601276573831969641e-01 1.080228955061514950e+00
2.491257771360602391e-01 2.048634310774258283e-01 5.807009815169710508e-03 8.135407460306451899e-01 8.845935857127485979e-01 -8.118053417225726265e-02 5.458267314472585729e-01 9.155463943988340070e-01
-3.039764562479194479e-02 -2.105137095661806929e-02 1.747269106539604544e-01 -6.423920574012497164e-01 3.106907329467784029e-01 -5.096263009382083764e-01 -4.732678355851675789e-02 1.091764120991303599e+00
-1.349618777404704151e-01 8.115301622222985400e-02 -7.870912506871839687e-02 -8.933732918366389664e-02 6.009390246378303324e-01 -2.096583874519200585e-01 3.109548235222999724e-01 1.002560804439761810e+00
-1.082039312579482354e-01 -2.824267400564091021e-02 2.338844728142945584e-01 -1.700162574407488414e+00 -1.012590286623861746e-01 -9.411006645517822067e-01 -3.407967063565406907e-01 1.244387753968623223e+00
