-2.848254333086677748e-01 -1.396490355776307535e-01 -3.862689258534328651e-01 -1.138355035643585922e-01 -1.729454240436778534e-02 9.868009115318625568e-01 -1.171665275508401993e-01 5.767008162279169126e-01 -4.969980592470447656e-01 3.054745716960952095e-01 6.760503488809096462e-01 1.243294620048957383e-01 -1.512549168002632338e-01 -3.580873755152397253e-02 5.829382932666546946e-01 6.881386845910146544e-02
-2.867398380801316482e-01 -1.119998576643269489e-01 -2.654959944171589314e-01 -1.190024327156448680e-01 -3.024641257755353307e-02 9.646794547804110609e-01 -7.172084003005427255e-02 5.035248657083661872e-01 -5.346504034041050790e-01 2.557979105587893098e-01 6.640529002338041442e-01 1.127500840190970993e-01 -1.147562156174570386e-01 -4.019135304065841324e-02 6.128248842753514225e-01 6.529445640831160746e-02
-2.944198419366900743e-01 -2.405332903318466720e-01 -5.041162557416511980e-01 -6.001241891167356096e-02 -9.017274782107361983e-03 1.117132848138687962e+00 -2.641189507786124158e-01 6.405400326219776730e-01 -4.984308449426982368e-01 3.691103673903284310e-01 7.326438181427807894e-01 1.149174944855722164e-01 -2.190404896396209722e-01 -4.445321695629097201e-03 5.024250847784362817e-01 5.371010696589900019e-02
-2.617930524500751144e-01 -2.541696513064975460e-01 -2.958238901107447805e-01 -9.618166241637302050e-02 -1.017989017991006865e-03 1.144439207144567927e+00 -1.825585279055949861e-01 5.872806422385407066e-01 -5.918367132736400693e-01 2.946191177367066816e-01 8.502267561710596944e-01 2.362087282062990679e-01 -3.280207611088474806e-01 -1.006015030351607997e-01 7.227165151949901389e-01 1.660041470420709764e-01
-3.499596480181640934e-01 -1.284074503498822684e-01 -6.336788429228281672e-01 -9.492791226029829998e-02 -4.656064487806411273e-02 9.999405104122459642e-01 -3.928790901196983071e-02 6.057188026226713040e-01 -4.213786050864621879e-01 3.699088074775563895e-01 5.703599577637442630e-01 7.534305825110954036e-02 1.658621757220280282e-02 1.197847844600047756e-01 4.200880575470887224e-01 5.628221102414725924e-02
-2.664735290041012061e-01 -3.081608100744895884e-01 -2.289104030338661999e-01 -1.278279593593683316e-01 -4.989472937354430537e-02 1.231243813162674172e+00 -2.196056416521276755e-01 5.144994577100059363e-01 -5.850931212054815145e-01 4.028161466244700728e-01 8.005315352264328332e-01 2.473570644491104864e-01 -3.983503408171227833e-01 -1.138737286423451428e-01 6.893356386462888841e-01 3.532706690062744487e-02
-3.194861517412291851e-01 -2.079268595495321892e-01 -5.166397699689400103e-01 -9.165497866179324327e-02 -4.107055629560510401e-02 1.019254653752938333e+00 -1.167551156571618731e-01 5.870712112830062113e-01 -5.113701496044044115e-01 3.219324988846751778e-01 6.448118755555569681e-01 8.869535690844747300e-02 -1.603104995746295058e-01 1.242459195594362333e-02 4.874356262537898332e-01 3.725533215527391390e-02
-4.811192476313419508e-01 1.902505881326788106e-01 -4.723312238698470500e-01 -1.402691310703453598e-01 -1.171203188621237207e-01 8.422301515057394328e-01 3.039384480463750426e-01 4.934424176793273387e-01 -5.664881002021974199e-01 2.751716786766421063e-01 3.800588566856575312e-01 -1.915932312499397383e-01 4.214838748347827235e-01 1.368380159639930871e-01 3.986954616567474075e-01 -2.193672568033806225e-01
-3.606204484069722715e-01 6.169659978769967412e-02 -2.526195622181568456e-01 -1.419585475498244820e-01 -5.858116028809323000e-02 8.730464027689700535e-01 1.459548781582916122e-01 3.764993913487562627e-01 -5.345470654784472142e-01 2.956715785975075894e-01 4.674515879122229101e-01 4.921652897771258695e-03 1.485432871263471510e-01 7.438822895168754890e-02 4.952988496140385832e-01 -3.784013891961270082e-02
-6.718163460741513049e-01 4.493047727373898348e-01 -4.046976987952486948e-01 -1.768195699988139580e-01 -2.435608909622080931e-01 8.201832983604746552e-01 4.748543021133421749e-01 5.079744956176558413e-01 -7.577463969286818424e-01 2.357263515673750920e-01 3.139566854050799827e-01 -5.300508661490653806e-01 7.926291436238630528e-01 1.240970017086913124e-01 4.904123914582885768e-01 -5.226516694422900233e-01
-7.078899351822669495e-01 3.577643008224880017e-01 -4.978936644173437842e-01 -1.971266227363419055e-01 -2.436063261366685218e-01 8.442039215069454539e-01 5.042847750763376213e-01 4.892244376673681727e-01 -6.728114070150416071e-01 2.890287535200312674e-01 3.097665860940479465e-01 -4.506882083763572577e-01 6.643603412503978900e-01 1.863740218844610053e-01 3.691077063465457164e-01 -4.693250150123999265e-01
-5.059853585071337756e-01 2.355542114463915482e-01 -5.125575831807943628e-01 -1.597136177310362892e-01 -1.221951206538570561e-01 7.969709897071435289e-01 3.342426191083660569e-01 5.202161766067043835e-01 -5.335565662133698872e-01 2.632421385132065472e-01 3.484268374304541060e-01 -2.673827586583066851e-01 4.724531155439581909e-01 1.615882331278214179e-01 3.652014278983347073e-01 -2.903465265442644605e-01
